cve_id,vendor_project,product,vulnerability_name,short_description,required_action,date_added,due_date,known_ransomware_campaign_use,notes,cwes,search_keywords,vendor_risk_score,product_risk_score,description_severity_score,days_since_added,remediation_window_days,days_until_due,recency_score,urgency_score,cwe_count,has_critical_cwe,cwe_risk_score,avg_cwe_criticality,ransomware_confirmed,ransomware_unknown,overall_threat_score,threat_level,threat_binary,confidence_score
CVE-2021-28550,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Use-After-Free Vulnerability,Adobe Acrobat and Reader contains a use-after-free vulnerability that could allow an unauthenticated attacker to achieve code execution in the context of the current user.,Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-28550,CWE-416,reader|after|CWE416|acrobatandreader|adobe|acrobat|vulnerability|cwe-416|acrobat and reader|CVE202128550|cve-2021-28550|free,0.9,0.9,0.3,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,0.75
CVE-2025-4008,Smartbedded,Meteobridge,Smartbedded Meteobridge Command Injection Vulnerability,Smartbedded Meteobridge contains a command injection vulnerability that could allow remote unauthenticated attackers to gain arbitrary command execution with elevated privileges (root) on affected devices.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-02,2025-10-23,Unknown,https://forum.meteohub.de/viewtopic.php?t=18687 ; https://nvd.nist.gov/vuln/detail/CVE-2025-4008,CWE-306|CWE-77,command|cve-2025-4008|meteobridge|injection|CWE77|vulnerability|CVE20254008|smartbedded|CWE306|cwe-306|cwe-77,0.3,0.3,0.5,9,21,11,0.8,0.7,2,True,0.9,0.65,False,True,0.51,MEDIUM,1,1.0
CVE-2010-2572,Microsoft,PowerPoint,Microsoft PowerPoint Buffer Overflow Vulnerability,Microsoft PowerPoint contains a buffer overflow vulnerability that alllows for remote code execution.,Apply updates per vendor instructions.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-2572,CWE-119,microsoft|CVE20102572|CWE119|cve-2010-2572|overflow|vulnerability|powerpoint|buffer|cwe-119,0.9,0.3,0.5,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,0.75
CVE-2010-2883,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Stack-Based Buffer Overflow Vulnerability,Adobe Acrobat and Reader contain a stack-based buffer overflow vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Apply updates per vendor instructions.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-2883,CWE-119,reader|CVE20102883|acrobatandreader|cve-2010-2883|stack|based|adobe|acrobat|overflow|vulnerability|CWE119|buffer|acrobat and reader|cwe-119,0.9,0.9,0.30000000000000004,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,0.75
CVE-2011-2462,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Universal 3D Memory Corruption Vulnerability,The Universal 3D (U3D) component in Adobe Acrobat and Reader contains a memory corruption vulnerability which could allow remote attackers to execute code or cause denial-of-service (DoS).,Apply updates per vendor instructions.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2011-2462,CWE-787,cve-2011-2462|reader|corruption|acrobatandreader|adobe|acrobat|vulnerability|CVE20112462|acrobat and reader|memory|universal|CWE787|cwe-787,0.9,0.9,0.30000000000000004,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,0.75
CVE-2012-0754,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2012-0754,CWE-787,corruption|flashplayer|flash player|CVE20120754|cve-2012-0754|adobe|flash|vulnerability|player|memory|CWE787|cwe-787,0.9,0.9,0.30000000000000004,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,0.75
CVE-2018-0824,Microsoft,Windows,Microsoft COM for Windows Deserialization of Untrusted Data Vulnerability,Microsoft COM for Windows contains a deserialization of untrusted data vulnerability that allows for privilege escalation and remote code execution via a specially crafted file or script.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-05,2024-08-26,Unknown,https://msrc.microsoft.com/update-guide/en-US/advisory/CVE-2018-0824; https://nvd.nist.gov/vuln/detail/CVE-2018-0824,CWE-502,microsoft|deserialization|CVE20180824|cwe-502|escalation|vulnerability|cve-2018-0824|untrusted|windows|data|CWE502,0.9,0.9,0.6,432,21,-412,0.3,0.7,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,0.75
CVE-2013-3993,IBM,InfoSphere BigInsights,IBM InfoSphere BigInsights Invalid Input Vulnerability,"Certain APIs within BigInsights can take invalid input that might allow attackers unauthorized access to read, write, modify, or delete data.",The impacted product is end-of-life and should be disconnected if still in use.,2022-05-25,2022-06-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2013-3993,CWE-264,CWE264|invalid|infosphere|ibm|input|CVE20133993|vulnerability|infospherebiginsights|infosphere biginsights|cwe-264|biginsights|cve-2013-3993,0.3,0.3,0.0,1235,21,-1215,0.3,0.7,1,False,0.4,0.4,True,False,0.51,MEDIUM,1,0.5
CVE-2021-22555,Linux,Kernel,Linux Kernel Heap Out-of-Bounds Write Vulnerability,Linux Kernel contains a heap out-of-bounds write vulnerability that could allow an attacker to gain privileges or cause a DoS (via heap memory corruption) through user name space.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-06,2025-10-27,Unknown,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/net/netfilter/x_tables.c?id=9fa492cdc160cd27ce1046cb36f47d3b2b1efa21 ; https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/net/netfilter/x_tables.c?id=b29c457a6511435960115c0f548c4360d5f4801d ; https://security.netapp.com/advisory/ntap-20210805-0010/ ; https://github.com/google/security-research/security/advisories/GHSA-xxx5-8mvq-3528 ; https://nvd.nist.gov/vuln/detail/CVE-2021-22555,CWE-787,write|CVE202122555|kernel|heap|bounds|vulnerability|linux|cve-2021-22555|CWE787|cwe-787,0.3,0.3,0.30000000000000004,5,21,15,1.0,0.7,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,1.0
CVE-2012-1889,Microsoft,XML Core Services,Microsoft XML Core Services Memory Corruption Vulnerability,Microsoft XML Core Services contains a memory corruption vulnerability which could allow for remote code execution.,Apply updates per vendor instructions.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2012-1889,CWE-119,cve-2012-1889|corruption|microsoft|CWE119|CVE20121889|vulnerability|core|xmlcoreservices|xml core services|memory|services|cwe-119,0.9,0.3,0.5,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.51,MEDIUM,1,0.75
CVE-2018-0125,Cisco,VPN Routers,Cisco VPN Routers Remote Code Execution Vulnerability,"A vulnerability in the web interface of the Cisco VPN Routers could allow an unauthenticated, remote attacker to execute arbitrary code as root and gain full control of an affected system.",Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0125,CWE-20,routers|cisco|cve-2018-0125|remote|vpnrouters|vulnerability|vpn routers|execution|cwe-20|CVE20180125|code|CWE20,0.9,0.7,0.6,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.5,MEDIUM,1,0.75
CVE-2017-6316,Citrix,"NetScaler SD-WAN Enterprise, CloudBridge Virtual WAN, and XenMobile Server",Citrix Multiple Products Remote Code Execution Vulnerability,"A vulnerability has been identified in the management interface of Citrix NetScaler SD-WAN Enterprise and Standard Edition and Citrix CloudBridge Virtual WAN Edition that could result in an unauthenticated, remote attacker being able to execute arbitrary code as a root user. This vulnerability also affects XenMobile Server.",Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6316,CWE-20,"netscaler sdwan enterprise, cloudbridge virtual wan, and xenmobile server|remote|multiple|vulnerability|products|execution|netscalersd-wanenterprise,cloudbridgevirtualwan,andxenmobileserver|cwe-20|cve-2017-6316|code|CWE20|CVE20176316|netscaler sd-wan enterprise, cloudbridge virtual wan, and xenmobile server|citrix",0.9,0.7,0.6,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.5,MEDIUM,1,0.75
CVE-2016-7193,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,Microsoft Office contains a memory corruption vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-7193,CWE-119,corruption|microsoft|CVE20167193|office|CWE119|vulnerability|memory|cve-2016-7193|cwe-119,0.9,0.9,0.5,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2018-0159,Cisco,IOS Software and Cisco IOS XE Software,Cisco IOS and XE Software Internet Key Exchange Version 1 Denial-of-Service Vulnerability,"A vulnerability in the implementation of Internet Key Exchange Version 1 (IKEv1) functionality in Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0159,CWE-20,CVE20180159|cisco|internet|version|service|ios software and cisco ios xe software|cve-2018-0159|vulnerability|iossoftwareandciscoiosxesoftware|cwe-20|denial|exchange|software|CWE20,0.9,0.3,0.4,1318,14,-1305,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2007-5659,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Buffer Overflow Vulnerability,Adobe Acrobat and Reader contain a buffer overflow vulnerability that allows remote attackers to execute code via a PDF file with long arguments to unspecified JavaScript methods.,Apply updates per vendor instructions.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2007-5659,CWE-119,reader|acrobatandreader|CWE119|overflow|adobe|acrobat|vulnerability|cve-2007-5659|buffer|acrobat and reader|CVE20075659|cwe-119,0.9,0.9,0.2,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2021-30860,Apple,Multiple Products,Apple Multiple Products Integer Overflow Vulnerability,"Apple iOS, iPadOS, macOS, and watchOS CoreGraphics contain an integer overflow vulnerability which may allow code execution when processing a maliciously crafted PDF. The vulnerability is also known under the moniker of FORCEDENTRY.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30860,CWE-20|CWE-190,integer|CWE20|multipleproducts|CWE190|multiple products|multiple|apple|overflow|vulnerability|products|cwe-20|CVE202130860|cwe-190|cve-2021-30860,0.9,0.3,0.4,1438,14,-1425,0.3,1.0,2,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2021-27561,Yealink,Device Management,Yealink Device Management Server-Side Request Forgery (SSRF) Vulnerability,Yealink Device Management contains a server-side request forgery (SSRF) vulnerability that allows for unauthenticated remote code execution.,Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-27561,CWE-78,cve-2021-27561|device|server|request|vulnerability|management|device management|forgery|CVE202127561|cwe-78|ssrf|side|CWE78|yealink|devicemanagement,0.3,0.3,0.6,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2010-3333,Microsoft,Office,Microsoft Office Stack-based Buffer Overflow Vulnerability,A stack-based buffer overflow vulnerability exists in the parsing of RTF data in Microsoft Office and earlier allows an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-3333,CWE-119,microsoft|cve-2010-3333|office|stack|CWE119|based|CVE20103333|overflow|vulnerability|buffer|cwe-119,0.9,0.9,0.5,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2009-0563,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via a Word document with a crafted tag containing an invalid length field.,Apply updates per vendor instructions.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2009-0563,CWE-119,microsoft|office|CVE20090563|cve-2009-0563|CWE119|overflow|vulnerability|buffer|cwe-119,0.9,0.9,0.2,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2017-3506,Oracle,WebLogic Server,Oracle WebLogic Server OS Command Injection Vulnerability,"Oracle WebLogic Server, a product within the Fusion Middleware suite, contains an OS command injection vulnerability that allows an attacker to execute arbitrary code via a specially crafted HTTP request that includes a malicious XML document.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-06-03,2024-06-24,Unknown,https://www.oracle.com/security-alerts/cpuapr2017.html; https://nvd.nist.gov/vuln/detail/CVE-2017-3506,CWE-78,command|weblogic server|CWE78|injection|weblogicserver|server|vulnerability|weblogic|cwe-78|CVE20173506|oracle|cve-2017-3506,0.9,0.9,0.5,495,21,-475,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2024-9465,Palo Alto Networks,Expedition,Palo Alto Networks Expedition SQL Injection Vulnerability,"Palo Alto Networks Expedition contains a SQL injection vulnerability that allows an unauthenticated attacker to reveal Expedition database contents, such as password hashes, usernames, device configurations, and device API keys. With this, attackers can also create and read arbitrary files on the Expedition system.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-11-14,2024-12-05,Unknown,https://security.paloaltonetworks.com/PAN-SA-2024-0010 ; https://nvd.nist.gov/vuln/detail/CVE-2024-9465,CWE-89,sql|palo alto networks|expedition|CVE20249465|networks|injection|vulnerability|paloaltonetworks|cve-2024-9465|palo|alto|CWE89|cwe-89,0.9,0.3,0.7,331,21,-311,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,1.0
CVE-2013-0640,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Memory Corruption Vulnerability,An memory corruption vulnerability exists in the acroform.dll in Adobe Reader that allows an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2013-0640,CWE-787,reader|corruption|CVE20130640|reader and acrobat|adobe|acrobat|vulnerability|cve-2013-0640|memory|cwe-787|CWE787|readerandacrobat,0.9,0.9,0.5,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2018-0158,Cisco,IOS Software and Cisco IOS XE Software,Cisco IOS and XE Software Internet Key Exchange Memory Leak Vulnerability,"A vulnerability in the implementation of Internet Key Exchange Version 1 (IKEv1) functionality in Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0158,CWE-20,CVE20180158|cisco|internet|cve-2018-0158|ios software and cisco ios xe software|vulnerability|iossoftwareandciscoiosxesoftware|cwe-20|exchange|memory|software|CWE20|leak,0.9,0.3,0.4,1318,14,-1305,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2013-0641,Adobe,Reader,Adobe Reader Buffer Overflow Vulnerability,A buffer overflow vulnerability exists in Adobe Reader which allows an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2013-0641,CWE-120,reader|cwe-120|CWE120|overflow|adobe|vulnerability|cve-2013-0641|buffer|CVE20130641,0.9,0.9,0.5,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2020-5135,SonicWall,SonicOS,SonicWall SonicOS Buffer Overflow Vulnerability,A buffer overflow vulnerability in SonicOS allows a remote attacker to cause Denial of Service (DoS) and potentially execute arbitrary code by sending a malicious request to the firewall.,Apply updates per vendor instructions.,2022-03-15,2022-04-05,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-5135,CWE-120,cwe-120|CVE20205135|CWE120|overflow|vulnerability|sonicwall|sonicos|buffer|cve-2020-5135,0.9,0.3,0.7,1306,21,-1286,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2009-0927,Adobe,Reader and Acrobat,Adobe Reader and Adobe Acrobat Stack-Based Buffer Overflow Vulnerability,Stack-based buffer overflow in Adobe Reader and Adobe Acrobat allows remote attackers to execute arbitrary code.,Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2009-0927,CWE-20,reader|stack|reader and acrobat|based|adobe|acrobat|overflow|vulnerability|cwe-20|buffer|CVE20090927|CWE20|readerandacrobat|cve-2009-0927,0.9,0.9,0.5,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2013-1331,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via crafted PNG data in an Office document.,Apply updates per vendor instructions.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2013-1331,CWE-119,cve-2013-1331|microsoft|office|CWE119|CVE20131331|overflow|vulnerability|buffer|cwe-119,0.9,0.9,0.2,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2024-21413,Microsoft,Office Outlook,Microsoft Outlook Improper Input Validation Vulnerability,Microsoft Outlook contains an improper input validation vulnerability that allows for remote code execution. Successful exploitation of this vulnerability would allow an attacker to bypass the Office Protected View and open in editing mode rather than protected mode.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-06,2025-02-27,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21413 ; https://nvd.nist.gov/vuln/detail/CVE-2024-21413,CWE-20,office outlook|microsoft|validation|input|bypass|cve-2024-21413|vulnerability|cwe-20|improper|CVE202421413|outlook|CWE20|officeoutlook,0.9,0.9,0.5,247,21,-227,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,1.0
CVE-2018-6961,VMware,SD-WAN Edge,VMware SD-WAN Edge by VeloCloud Command Injection Vulnerability,VMware SD-WAN Edge by VeloCloud contains a command injection vulnerability in the local web UI component. Successful exploitation of this issue could result in remote code execution.,Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-6961,CWE-78,command|vmware|CVE20186961|sd-wan edge|injection|cve-2018-6961|edge|vulnerability|sd-wanedge|velocloud|cwe-78|CWE78|sdwan edge,0.9,0.9,0.5,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2015-3043,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,A memory corruption vulnerability exists in Adobe Flash Player that allows an attacker to perform remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-3043,CWE-787,corruption|flashplayer|flash player|flash|adobe|vulnerability|player|memory|CVE20153043|CWE787|cve-2015-3043|cwe-787,0.9,0.9,0.5,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2015-1642,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,Microsoft Office contains a memory corruption vulnerability that allows remote attackers to execute arbitrary code via a crafted document.,Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1642,CWE-119,corruption|microsoft|office|CWE119|CVE20151642|vulnerability|memory|cve-2015-1642|cwe-119,0.9,0.9,0.5,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2018-8453,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Windows Win32k contains a vulnerability that allows an attacker to escalate privileges.,Apply updates per vendor instructions.,2022-01-21,2022-07-21,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8453,CWE-404,microsoft|win32k|CVE20188453|escalation|cwe-404|vulnerability|privilege|CWE404|cve-2018-8453,0.9,0.3,0.0,1359,181,-1179,0.3,0.4,1,False,0.4,0.4,True,False,0.495,MEDIUM,1,0.5
CVE-2018-5002,Adobe,Flash Player,Adobe Flash Player Stack-based Buffer Overflow Vulnerability,Adobe Flash Player have a stack-based buffer overflow vulnerability that could lead to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-05-23,2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-5002,CWE-787,cve-2018-5002|flashplayer|flash player|stack|flash|adobe|based|CVE20185002|overflow|vulnerability|buffer|player|CWE787|cwe-787,0.9,0.9,0.5,1237,21,-1217,0.3,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2025-53690,Sitecore,Multiple Products,Sitecore Multiple Products Deserialization of Untrusted Data Vulnerability,"Sitecore Experience Manager (XM), Experience Platform (XP), Experience Commerce (XC), and Managed Cloud contain a deserialization of untrusted data vulnerability involving the use of default machine keys. This flaw allows attackers to exploit exposed ASP.NET machine keys to achieve remote code execution. ","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-04,2025-09-25,Unknown,https://support.sitecore.com/kb?id=kb_article_view&sysparm_article=KB1003865 ; https://nvd.nist.gov/vuln/detail/CVE-2025-53690,CWE-502,multipleproducts|cve-2025-53690|multiple products|deserialization|multiple|cwe-502|vulnerability|products|untrusted|sitecore|CVE202553690|data|CWE502,0.3,0.3,0.6,37,21,-17,0.6,0.7,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,1.0
CVE-2021-22991,F5,BIG-IP Traffic Management Microkernel,F5 BIG-IP Traffic Management Microkernel Buffer Overflow,"The Traffic Management Microkernel of BIG-IP ASM Risk Engine has a buffer overflow vulnerability, leading to a bypassing of URL-based access controls.",Apply updates per vendor instructions.,2022-01-18,2022-02-01,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-22991,CWE-119,big-iptrafficmanagementmicrokernel|cve-2021-22991|big-ip traffic management microkernel|CWE119|overflow|management|f5|CVE202122991|traffic|buffer|bigip traffic management microkernel|cwe-119|microkernel,0.9,0.3,0.4,1362,14,-1349,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2021-34448,Microsoft,Windows,Microsoft Windows Scripting Engine Memory Corruption Vulnerability,Microsoft Windows Scripting Engine contains an unspecified vulnerability that allows for memory corruption.,Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-34448,CWE-787,corruption|microsoft|CVE202134448|engine|vulnerability|windows|memory|cve-2021-34448|CWE787|scripting|cwe-787,0.9,0.9,0.2,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.495,MEDIUM,1,0.75
CVE-2018-19323,GIGABYTE,Multiple Products,GIGABYTE Multiple Products Privilege Escalation Vulnerability,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU expose functionality to read and write arbitrary physical memory. This could be leveraged by a local attacker to elevate privileges.",Apply updates per vendor instructions.,2022-10-24,2022-11-14,Known,https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19323,,multipleproducts|multiple products|multiple|escalation|cve-2018-19323|gigabyte|vulnerability|products|privilege|CVE201819323,0.3,0.3,0.0,1083,21,-1063,0.3,0.7,0,False,0.3,0.0,True,False,0.49,MEDIUM,1,0.25
CVE-2009-3960,Adobe,BlazeDS,Adobe BlazeDS Information Disclosure Vulnerability,"Adobe BlazeDS, which is utilized in LifeCycle and Coldfusion, contains a vulnerability that allows for information disclosure.",Apply updates per vendor instructions.,2022-03-07,2022-09-07,Known,https://nvd.nist.gov/vuln/detail/CVE-2009-3960,,cve-2009-3960|blazeds|adobe|information|CVE20093960|vulnerability|disclosure,0.9,0.3,0.1,1314,184,-1131,0.3,0.4,0,False,0.3,0.0,True,False,0.49,MEDIUM,1,0.5
CVE-2018-19321,GIGABYTE,Multiple Products,GIGABYTE Multiple Products Privilege Escalation Vulnerability,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II expose functionality to read and write arbitrary physical memory. This could be leveraged by a local attacker to elevate privileges.",Apply updates per vendor instructions.,2022-10-24,2022-11-14,Known,https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19321,,multipleproducts|multiple products|CVE201819321|multiple|escalation|gigabyte|cve-2018-19321|products|vulnerability|privilege,0.3,0.3,0.0,1083,21,-1063,0.3,0.7,0,False,0.3,0.0,True,False,0.49,MEDIUM,1,0.25
CVE-2018-19320,GIGABYTE,Multiple Products,GIGABYTE Multiple Products Unspecified Vulnerability,"The GDrv low-level driver in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II exposes ring0 memcpy-like functionality that could allow a local attacker to take complete control of the affected system.",Apply updates per vendor instructions.,2022-10-24,2022-11-14,Known,https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19320,,multipleproducts|multiple products|multiple|cve-2018-19320|gigabyte|CVE201819320|products|vulnerability|unspecified,0.3,0.3,0.0,1083,21,-1063,0.3,0.7,0,False,0.3,0.0,True,False,0.49,MEDIUM,1,0.25
CVE-2025-59689,Libraesva,Email Security Gateway,Libraesva Email Security Gateway Command Injection Vulnerability,Libraesva Email Security Gateway (ESG) contains a command injection vulnerability which allows command injection via a compressed e-mail attachment.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-29,2025-10-20,Unknown,https://docs.libraesva.com/knowledgebase/security-advisory-command-injection-vulnerability-cve-2025-59689/ ; https://nvd.nist.gov/vuln/detail/CVE-2025-59689,CWE-77,command|emailsecuritygateway|libraesva|CVE202559689|injection|cve-2025-59689|email|vulnerability|gateway|security|email security gateway|CWE77|cwe-77,0.3,0.7,0.2,12,21,8,0.8,0.7,1,True,0.9,0.9,False,True,0.485,MEDIUM,1,1.0
